CIUDAD,PAIS,DIA,TEMPERATURAS,PRECIPITACIONES,PRESION
TENERIFE,ESPAÑA,2016-12-29,12,11,BAJA
TENERIFE,ESPAÑA,2016-12-29,11,5,BAJA
VIGO,ESPAÑA,2016-12-29,12,13,BAJA
VALLADOLID,ESPAÑA,2016-12-29,5,16,BAJA
ZARAGOZA,ESPAÑA,2016-12-29,9,6,BAJA
BILBAO,ESPAÑA,2016-12-29,6,12,BAJA
BARCELONA,ESPAÑA,2016-12-29,5,3,BAJA
GRANADA,ESPAÑA,2016-12-29,8,19,BAJA
CASABLANCA,MARRUECOS,2016-12-29,15,14,BAJA
OPORTO,PORTUGAL,2016-12-30,9,0,MEDIA
LISBOA,PORTUGAL,2016-12-30,18,0,MEDIA
VILA DO CORVO,PORTUGAL,2016-12-30,11,0,MEDIA
IBIZA,ESPAÑA,2016-12-30,9,0,MEDIA
MADRID,ESPAÑA,2016-12-30,18,0,MEDIA
PAMPLONA,ESPAÑA,2016-12-30,18,0,MEDIA
MURCIA,ESPAÑA,2016-12-30,19,0,MEDIA
SEVILLA,ESPAÑA,2016-12-30,5,0,MEDIA
TENERIFE,ESPAÑA,2016-12-30,16,0,MEDIA
TENERIFE,ESPAÑA,2016-12-30,5,0,MEDIA
VIGO,ESPAÑA,2016-12-30,15,0,MEDIA
VALLADOLID,ESPAÑA,2016-12-30,9,0,MEDIA
ZARAGOZA,ESPAÑA,2016-12-30,6,0,MEDIA
BILBAO,ESPAÑA,2016-12-30,8,0,MEDIA
BARCELONA,ESPAÑA,2016-12-30,14,0,MEDIA
GRANADA,ESPAÑA,2016-12-30,14,0,MEDIA
CASABLANCA,MARRUECOS,2016-12-30,12,0,MEDIA
OPORTO,PORTUGAL,2016-12-31,18,0,MEDIA
LISBOA,PORTUGAL,2016-12-31,19,0,MEDIA
VILA DO CORVO,PORTUGAL,2016-12-31,18,0,MEDIA
IBIZA,ESPAÑA,2016-12-31,7,0,MEDIA
MADRID,ESPAÑA,2016-12-31,16,0,MEDIA
PAMPLONA,ESPAÑA,2016-12-31,12,0,MEDIA
MURCIA,ESPAÑA,2016-12-31,14,0,MEDIA
SEVILLA,ESPAÑA,2016-12-31,17,0,MEDIA
TENERIFE,ESPAÑA,2016-12-31,6,0,MEDIA
TENERIFE,ESPAÑA,2016-12-31,15,0,MEDIA
VIGO,ESPAÑA,2016-12-31,12,0,MEDIA
VALLADOLID,ESPAÑA,2016-12-31,17,0,MEDIA
ZARAGOZA,ESPAÑA,2016-12-31,8,0,MEDIA
BILBAO,ESPAÑA,2016-12-31,5,0,MEDIA
BARCELONA,ESPAÑA,2016-12-31,5,0,MEDIA
GRANADA,ESPAÑA,2016-12-31,6,0,MEDIA
CASABLANCA,MARRUECOS,2016-12-31,14,0,MEDIA
OPORTO,PORTUGAL,2017-01-01,6,87,MUY BAJA
LISBOA,PORTUGAL,2017-01-01,7,54,MUY BAJA
VILA DO CORVO,PORTUGAL,2017-01-01,11,83,MUY BAJA
IBIZA,ESPAÑA,2017-01-01,0,59,MUY BAJA
MADRID,ESPAÑA,2017-01-01,6,93,MUY BAJA
PAMPLONA,ESPAÑA,2017-01-01,0,55,MUY BAJA
MURCIA,ESPAÑA,2017-01-01,0,70,MUY BAJA
SEVILLA,ESPAÑA,2017-01-01,0,51,MUY BAJA
TENERIFE,ESPAÑA,2017-01-01,4,53,MUY BAJA
TENERIFE,ESPAÑA,2017-01-01,12,94,MUY BAJA
VIGO,ESPAÑA,2017-01-01,14,73,MUY BAJA
VALLADOLID,ESPAÑA,2017-01-01,9,66,MUY BAJA
ZARAGOZA,ESPAÑA,2017-01-01,10,66,MUY BAJA
BILBAO,ESPAÑA,2017-01-01,11,53,MUY BAJA
BARCELONA,ESPAÑA,2017-01-01,11,96,MUY BAJA
GRANADA,ESPAÑA,2017-01-01,13,86,MUY BAJA
CASABLANCA,MARRUECOS,2017-01-01,9,99,MUY BAJA
OPORTO,PORTUGAL,2017-01-02,11,16,BAJA
LISBOA,PORTUGAL,2017-01-02,10,16,BAJA
VILA DO CORVO,PORTUGAL,2017-01-02,10,35,BAJA
IBIZA,ESPAÑA,2017-01-02,6,36,BAJA
MADRID,ESPAÑA,2017-01-02,9,26,BAJA
PAMPLONA,ESPAÑA,2017-01-02,12,19,BAJA
MURCIA,ESPAÑA,2017-01-02,1,15,BAJA
SEVILLA,ESPAÑA,2017-01-02,1,14,BAJA
TENERIFE,ESPAÑA,2017-01-02,2,27,BAJA
TENERIFE,ESPAÑA,2017-01-02,12,13,BAJA
VIGO,ESPAÑA,2017-01-02,9,24,BAJA
VALLADOLID,ESPAÑA,2017-01-02,7,28,BAJA
ZARAGOZA,ESPAÑA,2017-01-02,14,12,BAJA
BILBAO,ESPAÑA,2017-01-02,2,11,BAJA
BARCELONA,ESPAÑA,2017-01-02,5,8,BAJA
GRANADA,ESPAÑA,2017-01-02,0,23,BAJA
CASABLANCA,MARRUECOS,2017-01-02,6,5,BAJA
OPORTO,PORTUGAL,2017-01-03,14,15,BAJA
LISBOA,PORTUGAL,2017-01-03,8,35,BAJA
VILA DO CORVO,PORTUGAL,2017-01-03,2,17,BAJA
IBIZA,ESPAÑA,2017-01-03,7,12,BAJA
MADRID,ESPAÑA,2017-01-03,4,29,BAJA
PAMPLONA,ESPAÑA,2017-01-03,11,19,BAJA
MURCIA,ESPAÑA,2017-01-03,4,11,BAJA
SEVILLA,ESPAÑA,2017-01-03,2,22,BAJA
TENERIFE,ESPAÑA,2017-01-03,14,3,BAJA
TENERIFE,ESPAÑA,2017-01-03,2,24,BAJA
VIGO,ESPAÑA,2017-01-03,9,25,BAJA
VALLADOLID,ESPAÑA,2017-01-03,0,29,BAJA
ZARAGOZA,ESPAÑA,2017-01-03,3,34,BAJA
BILBAO,ESPAÑA,2017-01-03,7,39,BAJA
BARCELONA,ESPAÑA,2017-01-03,5,20,BAJA
GRANADA,ESPAÑA,2017-01-03,14,14,BAJA
CASABLANCA,MARRUECOS,2017-01-03,3,15,BAJA
OPORTO,PORTUGAL,2017-01-04,9,16,BAJA
LISBOA,PORTUGAL,2017-01-04,1,2,BAJA
VILA DO CORVO,PORTUGAL,2017-01-04,4,28,BAJA
IBIZA,ESPAÑA,2017-01-04,13,27,BAJA
MADRID,ESPAÑA,2017-01-04,1,21,BAJA
PAMPLONA,ESPAÑA,2017-01-04,12,3,BAJA
MURCIA,ESPAÑA,2017-01-04,1,7,BAJA
SEVILLA,ESPAÑA,2017-01-04,9,24,BAJA
TENERIFE,ESPAÑA,2017-01-04,5,37,BAJA
TENERIFE,ESPAÑA,2017-01-04,14,14,BAJA
VIGO,ESPAÑA,2017-01-04,6,6,BAJA
VALLADOLID,ESPAÑA,2017-01-04,3,17,BAJA
ZARAGOZA,ESPAÑA,2017-01-04,2,31,BAJA
BILBAO,ESPAÑA,2017-01-04,1,7,BAJA
BARCELONA,ESPAÑA,2017-01-04,4,37,BAJA
GRANADA,ESPAÑA,2017-01-04,2,8,BAJA
CASABLANCA,MARRUECOS,2017-01-04,1,39,BAJA
OPORTO,PORTUGAL,2017-01-05,7,32,BAJA
LISBOA,PORTUGAL,2017-01-05,3,10,BAJA
VILA DO CORVO,PORTUGAL,2017-01-05,9,19,BAJA
IBIZA,ESPAÑA,2017-01-05,7,2,BAJA
MADRID,ESPAÑA,2017-01-05,0,21,BAJA
PAMPLONA,ESPAÑA,2017-01-05,5,10,BAJA
MURCIA,ESPAÑA,2017-01-05,2,5,BAJA
SEVILLA,ESPAÑA,2017-01-05,9,6,BAJA
TENERIFE,ESPAÑA,2017-01-05,4,25,BAJA
TENERIFE,ESPAÑA,2017-01-05,10,20,BAJA
VIGO,ESPAÑA,2017-01-05,12,26,BAJA
VALLADOLID,ESPAÑA,2017-01-05,10,18,BAJA
ZARAGOZA,ESPAÑA,2017-01-05,7,26,BAJA
BILBAO,ESPAÑA,2017-01-05,12,7,BAJA
BARCELONA,ESPAÑA,2017-01-05,4,17,BAJA
GRANADA,ESPAÑA,2017-01-05,1,24,BAJA
CASABLANCA,MARRUECOS,2017-01-05,10,15,BAJA
OPORTO,PORTUGAL,2017-01-06,10,22,BAJA
LISBOA,PORTUGAL,2017-01-06,5,21,BAJA
VILA DO CORVO,PORTUGAL,2017-01-06,5,30,BAJA
IBIZA,ESPAÑA,2017-01-06,4,19,BAJA
MADRID,ESPAÑA,2017-01-06,5,31,BAJA
PAMPLONA,ESPAÑA,2017-01-06,14,25,BAJA
MURCIA,ESPAÑA,2017-01-06,10,30,BAJA
SEVILLA,ESPAÑA,2017-01-06,10,35,BAJA
TENERIFE,ESPAÑA,2017-01-06,6,24,BAJA
TENERIFE,ESPAÑA,2017-01-06,2,34,BAJA
VIGO,ESPAÑA,2017-01-06,6,14,BAJA
VALLADOLID,ESPAÑA,2017-01-06,7,16,BAJA
ZARAGOZA,ESPAÑA,2017-01-06,3,14,BAJA
BILBAO,ESPAÑA,2017-01-06,7,6,BAJA
BARCELONA,ESPAÑA,2017-01-06,6,23,BAJA
GRANADA,ESPAÑA,2017-01-06,13,9,BAJA
CASABLANCA,MARRUECOS,2017-01-06,9,6,BAJA
OPORTO,PORTUGAL,2017-01-07,4,5,BAJA
LISBOA,PORTUGAL,2017-01-07,14,5,BAJA
VILA DO CORVO,PORTUGAL,2017-01-07,7,25,BAJA
IBIZA,ESPAÑA,2017-01-07,4,0,BAJA
MADRID,ESPAÑA,2017-01-07,0,3,BAJA
PAMPLONA,ESPAÑA,2017-01-07,2,13,BAJA
MURCIA,ESPAÑA,2017-01-07,3,37,BAJA
SEVILLA,ESPAÑA,2017-01-07,1,24,BAJA
TENERIFE,ESPAÑA,2017-01-07,6,37,BAJA
TENERIFE,ESPAÑA,2017-01-07,1,4,BAJA
VIGO,ESPAÑA,2017-01-07,3,1,BAJA
VALLADOLID,ESPAÑA,2017-01-07,10,14,BAJA
ZARAGOZA,ESPAÑA,2017-01-07,4,39,BAJA
BILBAO,ESPAÑA,2017-01-07,14,11,BAJA
BARCELONA,ESPAÑA,2017-01-07,5,37,BAJA
GRANADA,ESPAÑA,2017-01-07,5,3,BAJA
CASABLANCA,MARRUECOS,2017-01-07,14,3,BAJA
OPORTO,PORTUGAL,2017-01-08,4,11,BAJA
LISBOA,PORTUGAL,2017-01-08,4,3,BAJA
VILA DO CORVO,PORTUGAL,2017-01-08,0,1,BAJA
IBIZA,ESPAÑA,2017-01-08,9,24,BAJA
MADRID,ESPAÑA,2017-01-08,0,15,BAJA
PAMPLONA,ESPAÑA,2017-01-08,11,27,BAJA
MURCIA,ESPAÑA,2017-01-08,3,33,BAJA
SEVILLA,ESPAÑA,2017-01-08,6,5,BAJA
TENERIFE,ESPAÑA,2017-01-08,4,30,BAJA
TENERIFE,ESPAÑA,2017-01-08,12,7,BAJA
VIGO,ESPAÑA,2017-01-08,13,26,BAJA
VALLADOLID,ESPAÑA,2017-01-08,0,9,BAJA
ZARAGOZA,ESPAÑA,2017-01-08,13,14,BAJA
BILBAO,ESPAÑA,2017-01-08,9,26,BAJA
BARCELONA,ESPAÑA,2017-01-08,10,22,BAJA
GRANADA,ESPAÑA,2017-01-08,14,9,BAJA
CASABLANCA,MARRUECOS,2017-01-08,6,36,BAJA
OPORTO,PORTUGAL,2017-01-09,5,39,BAJA
LISBOA,PORTUGAL,2017-01-09,14,9,BAJA
VILA DO CORVO,PORTUGAL,2017-01-09,0,22,BAJA
IBIZA,ESPAÑA,2017-01-09,4,37,BAJA
MADRID,ESPAÑA,2017-01-09,12,39,BAJA
PAMPLONA,ESPAÑA,2017-01-09,7,18,BAJA
MURCIA,ESPAÑA,2017-01-09,1,18,BAJA
SEVILLA,ESPAÑA,2017-01-09,7,24,BAJA
TENERIFE,ESPAÑA,2017-01-09,10,4,BAJA
TENERIFE,ESPAÑA,2017-01-09,6,16,BAJA
VIGO,ESPAÑA,2017-01-09,1,25,BAJA
VALLADOLID,ESPAÑA,2017-01-09,6,21,BAJA
ZARAGOZA,ESPAÑA,2017-01-09,11,13,BAJA
BILBAO,ESPAÑA,2017-01-09,9,23,BAJA
BARCELONA,ESPAÑA,2017-01-09,5,2,BAJA
GRANADA,ESPAÑA,2017-01-09,9,3,BAJA
CASABLANCA,MARRUECOS,2017-01-09,4,36,BAJA
OPORTO,PORTUGAL,2017-01-10,4,27,BAJA
LISBOA,PORTUGAL,2017-01-10,13,20,BAJA
VILA DO CORVO,PORTUGAL,2017-01-10,9,16,BAJA
IBIZA,ESPAÑA,2017-01-10,5,39,BAJA
MADRID,ESPAÑA,2017-01-10,7,6,BAJA
PAMPLONA,ESPAÑA,2017-01-10,12,12,BAJA
MURCIA,ESPAÑA,2017-01-10,1,11,BAJA
SEVILLA,ESPAÑA,2017-01-10,11,39,BAJA
TENERIFE,ESPAÑA,2017-01-10,1,34,BAJA
TENERIFE,ESPAÑA,2017-01-10,1,7,BAJA
VIGO,ESPAÑA,2017-01-10,3,32,BAJA
VALLADOLID,ESPAÑA,2017-01-10,6,7,BAJA
ZARAGOZA,ESPAÑA,2017-01-10,3,20,BAJA
BILBAO,ESPAÑA,2017-01-10,10,21,BAJA
BARCELONA,ESPAÑA,2017-01-10,12,29,BAJA
GRANADA,ESPAÑA,2017-01-10,1,35,BAJA
CASABLANCA,MARRUECOS,2017-01-10,9,20,BAJA
OPORTO,PORTUGAL,2017-01-11,6,94,MUY BAJA
LISBOA,PORTUGAL,2017-01-11,14,68,MUY BAJA
VILA DO CORVO,PORTUGAL,2017-01-11,0,56,MUY BAJA
IBIZA,ESPAÑA,2017-01-11,13,61,MUY BAJA
MADRID,ESPAÑA,2017-01-11,14,80,MUY BAJA
PAMPLONA,ESPAÑA,2017-01-11,14,57,MUY BAJA
MURCIA,ESPAÑA,2017-01-11,6,57,MUY BAJA
SEVILLA,ESPAÑA,2017-01-11,14,59,MUY BAJA
TENERIFE,ESPAÑA,2017-01-11,13,53,MUY BAJA
TENERIFE,ESPAÑA,2017-01-11,8,65,MUY BAJA
VIGO,ESPAÑA,2017-01-11,6,51,MUY BAJA
VALLADOLID,ESPAÑA,2017-01-11,9,89,MUY BAJA
ZARAGOZA,ESPAÑA,2017-01-11,5,96,MUY BAJA
BILBAO,ESPAÑA,2017-01-11,6,97,MUY BAJA
BARCELONA,ESPAÑA,2017-01-11,9,77,MUY BAJA
GRANADA,ESPAÑA,2017-01-11,10,88,MUY BAJA
CASABLANCA,MARRUECOS,2017-01-11,10,99,MUY BAJA
OPORTO,PORTUGAL,2017-01-12,11,25,BAJA
LISBOA,PORTUGAL,2017-01-12,2,25,BAJA
VILA DO CORVO,PORTUGAL,2017-01-12,5,31,BAJA
IBIZA,ESPAÑA,2017-01-12,11,22,BAJA
MADRID,ESPAÑA,2017-01-12,1,22,BAJA
PAMPLONA,ESPAÑA,2017-01-12,8,34,BAJA
MURCIA,ESPAÑA,2017-01-12,7,19,BAJA
SEVILLA,ESPAÑA,2017-01-12,13,37,BAJA
TENERIFE,ESPAÑA,2017-01-12,7,30,BAJA
TENERIFE,ESPAÑA,2017-01-12,11,31,BAJA
VIGO,ESPAÑA,2017-01-12,5,26,BAJA
VALLADOLID,ESPAÑA,2017-01-12,10,7,BAJA
ZARAGOZA,ESPAÑA,2017-01-12,4,36,BAJA
BILBAO,ESPAÑA,2017-01-12,2,6,BAJA
BARCELONA,ESPAÑA,2017-01-12,6,16,BAJA
GRANADA,ESPAÑA,2017-01-12,9,19,BAJA
CASABLANCA,MARRUECOS,2017-01-12,10,10,BAJA
OPORTO,PORTUGAL,2017-01-13,2,37,BAJA
LISBOA,PORTUGAL,2017-01-13,11,36,BAJA
VILA DO CORVO,PORTUGAL,2017-01-13,13,14,BAJA
IBIZA,ESPAÑA,2017-01-13,8,26,BAJA
MADRID,ESPAÑA,2017-01-13,13,15,BAJA
PAMPLONA,ESPAÑA,2017-01-13,4,30,BAJA
MURCIA,ESPAÑA,2017-01-13,6,17,BAJA
SEVILLA,ESPAÑA,2017-01-13,12,32,BAJA
TENERIFE,ESPAÑA,2017-01-13,0,25,BAJA
TENERIFE,ESPAÑA,2017-01-13,12,22,BAJA
VIGO,ESPAÑA,2017-01-13,11,17,BAJA
VALLADOLID,ESPAÑA,2017-01-13,11,25,BAJA
ZARAGOZA,ESPAÑA,2017-01-13,7,30,BAJA
BILBAO,ESPAÑA,2017-01-13,6,8,BAJA
BARCELONA,ESPAÑA,2017-01-13,0,7,BAJA
GRANADA,ESPAÑA,2017-01-13,10,19,BAJA
CASABLANCA,MARRUECOS,2017-01-13,4,29,BAJA
OPORTO,PORTUGAL,2017-01-14,14,39,BAJA
LISBOA,PORTUGAL,2017-01-14,9,11,BAJA
VILA DO CORVO,PORTUGAL,2017-01-14,4,35,BAJA
IBIZA,ESPAÑA,2017-01-14,2,7,BAJA
MADRID,ESPAÑA,2017-01-14,9,36,BAJA
PAMPLONA,ESPAÑA,2017-01-14,2,36,BAJA
MURCIA,ESPAÑA,2017-01-14,14,16,BAJA
SEVILLA,ESPAÑA,2017-01-14,1,36,BAJA
TENERIFE,ESPAÑA,2017-01-14,2,32,BAJA
TENERIFE,ESPAÑA,2017-01-14,0,29,BAJA
VIGO,ESPAÑA,2017-01-14,12,37,BAJA
VALLADOLID,ESPAÑA,2017-01-14,7,20,BAJA
ZARAGOZA,ESPAÑA,2017-01-14,7,37,BAJA
BILBAO,ESPAÑA,2017-01-14,5,38,BAJA
BARCELONA,ESPAÑA,2017-01-14,4,14,BAJA
GRANADA,ESPAÑA,2017-01-14,11,6,BAJA
CASABLANCA,MARRUECOS,2017-01-14,6,38,BAJA
OPORTO,PORTUGAL,2017-01-15,13,35,BAJA
LISBOA,PORTUGAL,2017-01-15,4,10,BAJA
VILA DO CORVO,PORTUGAL,2017-01-15,3,27,BAJA
IBIZA,ESPAÑA,2017-01-15,1,29,BAJA
MADRID,ESPAÑA,2017-01-15,12,10,BAJA
PAMPLONA,ESPAÑA,2017-01-15,0,37,BAJA
MURCIA,ESPAÑA,2017-01-15,4,28,BAJA
SEVILLA,ESPAÑA,2017-01-15,4,6,BAJA
TENERIFE,ESPAÑA,2017-01-15,0,37,BAJA
TENERIFE,ESPAÑA,2017-01-15,0,22,BAJA
VIGO,ESPAÑA,2017-01-15,6,30,BAJA
VALLADOLID,ESPAÑA,2017-01-15,7,35,BAJA
ZARAGOZA,ESPAÑA,2017-01-15,10,31,BAJA
BILBAO,ESPAÑA,2017-01-15,6,11,BAJA
BARCELONA,ESPAÑA,2017-01-15,14,4,BAJA
GRANADA,ESPAÑA,2017-01-15,14,28,BAJA
CASABLANCA,MARRUECOS,2017-01-15,8,5,BAJA
OPORTO,PORTUGAL,2017-01-16,2,36,BAJA
LISBOA,PORTUGAL,2017-01-16,1,9,BAJA
VILA DO CORVO,PORTUGAL,2017-01-16,6,17,BAJA
IBIZA,ESPAÑA,2017-01-16,7,29,BAJA
MADRID,ESPAÑA,2017-01-16,9,0,BAJA
PAMPLONA,ESPAÑA,2017-01-16,5,2,BAJA
MURCIA,ESPAÑA,2017-01-16,0,2,BAJA
SEVILLA,ESPAÑA,2017-01-16,4,25,BAJA
TENERIFE,ESPAÑA,2017-01-16,7,21,BAJA
TENERIFE,ESPAÑA,2017-01-16,8,22,BAJA
VIGO,ESPAÑA,2017-01-16,1,27,BAJA
VALLADOLID,ESPAÑA,2017-01-16,13,26,BAJA
ZARAGOZA,ESPAÑA,2017-01-16,7,20,BAJA
BILBAO,ESPAÑA,2017-01-16,2,28,BAJA
BARCELONA,ESPAÑA,2017-01-16,11,36,BAJA
GRANADA,ESPAÑA,2017-01-16,4,35,BAJA
CASABLANCA,MARRUECOS,2017-01-16,5,34,BAJA
OPORTO,PORTUGAL,2017-01-17,11,5,BAJA
LISBOA,PORTUGAL,2017-01-17,2,30,BAJA
VILA DO CORVO,PORTUGAL,2017-01-17,11,7,BAJA
IBIZA,ESPAÑA,2017-01-17,6,37,BAJA
MADRID,ESPAÑA,2017-01-17,1,16,BAJA
PAMPLONA,ESPAÑA,2017-01-17,7,3,BAJA
MURCIA,ESPAÑA,2017-01-17,2,38,BAJA
SEVILLA,ESPAÑA,2017-01-17,6,2,BAJA
TENERIFE,ESPAÑA,2017-01-17,5,5,BAJA
TENERIFE,ESPAÑA,2017-01-17,2,26,BAJA
VIGO,ESPAÑA,2017-01-17,13,10,BAJA
VALLADOLID,ESPAÑA,2017-01-17,1,37,BAJA
ZARAGOZA,ESPAÑA,2017-01-17,14,16,BAJA
BILBAO,ESPAÑA,2017-01-17,9,9,BAJA
BARCELONA,ESPAÑA,2017-01-17,11,14,BAJA
GRANADA,ESPAÑA,2017-01-17,9,9,BAJA
CASABLANCA,MARRUECOS,2017-01-17,11,19,BAJA
OPORTO,PORTUGAL,2017-01-18,7,28,BAJA
LISBOA,PORTUGAL,2017-01-18,11,29,BAJA
VILA DO CORVO,PORTUGAL,2017-01-18,1,3,BAJA
IBIZA,ESPAÑA,2017-01-18,5,26,BAJA
MADRID,ESPAÑA,2017-01-18,0,5,BAJA
PAMPLONA,ESPAÑA,2017-01-18,8,22,BAJA
MURCIA,ESPAÑA,2017-01-18,3,34,BAJA
SEVILLA,ESPAÑA,2017-01-18,11,5,BAJA
TENERIFE,ESPAÑA,2017-01-18,3,1,BAJA
TENERIFE,ESPAÑA,2017-01-18,6,34,BAJA
VIGO,ESPAÑA,2017-01-18,6,31,BAJA
VALLADOLID,ESPAÑA,2017-01-18,9,29,BAJA
ZARAGOZA,ESPAÑA,2017-01-18,7,12,BAJA
BILBAO,ESPAÑA,2017-01-18,14,27,BAJA
BARCELONA,ESPAÑA,2017-01-18,6,5,BAJA
GRANADA,ESPAÑA,2017-01-18,13,10,BAJA
CASABLANCA,MARRUECOS,2017-01-18,11,18,BAJA
OPORTO,PORTUGAL,2017-01-19,8,30,BAJA
LISBOA,PORTUGAL,2017-01-19,6,33,BAJA
VILA DO CORVO,PORTUGAL,2017-01-19,8,22,BAJA
IBIZA,ESPAÑA,2017-01-19,11,23,BAJA
MADRID,ESPAÑA,2017-01-19,13,22,BAJA
PAMPLONA,ESPAÑA,2017-01-19,2,18,BAJA
MURCIA,ESPAÑA,2017-01-19,11,20,BAJA
SEVILLA,ESPAÑA,2017-01-19,11,35,BAJA
TENERIFE,ESPAÑA,2017-01-19,3,6,BAJA
TENERIFE,ESPAÑA,2017-01-19,5,3,BAJA
VIGO,ESPAÑA,2017-01-19,0,2,BAJA
VALLADOLID,ESPAÑA,2017-01-19,10,25,BAJA
ZARAGOZA,ESPAÑA,2017-01-19,7,8,BAJA
BILBAO,ESPAÑA,2017-01-19,11,2,BAJA
BARCELONA,ESPAÑA,2017-01-19,14,15,BAJA
GRANADA,ESPAÑA,2017-01-19,3,21,BAJA
CASABLANCA,MARRUECOS,2017-01-19,7,1,BAJA
OPORTO,PORTUGAL,2017-01-20,11,4,BAJA
LISBOA,PORTUGAL,2017-01-20,1,39,BAJA
VILA DO CORVO,PORTUGAL,2017-01-20,2,39,BAJA
IBIZA,ESPAÑA,2017-01-20,7,39,BAJA
MADRID,ESPAÑA,2017-01-20,12,13,BAJA
PAMPLONA,ESPAÑA,2017-01-20,13,24,BAJA
MURCIA,ESPAÑA,2017-01-20,11,3,BAJA
SEVILLA,ESPAÑA,2017-01-20,5,28,BAJA
TENERIFE,ESPAÑA,2017-01-20,7,4,BAJA
TENERIFE,ESPAÑA,2017-01-20,14,17,BAJA
VIGO,ESPAÑA,2017-01-20,12,19,BAJA
VALLADOLID,ESPAÑA,2017-01-20,10,29,BAJA
ZARAGOZA,ESPAÑA,2017-01-20,4,34,BAJA
BILBAO,ESPAÑA,2017-01-20,8,6,BAJA
BARCELONA,ESPAÑA,2017-01-20,3,29,BAJA
GRANADA,ESPAÑA,2017-01-20,7,7,BAJA
CASABLANCA,MARRUECOS,2017-01-20,12,32,BAJA
OPORTO,PORTUGAL,2017-01-21,13,50,MUY BAJA
LISBOA,PORTUGAL,2017-01-21,11,99,MUY BAJA
VILA DO CORVO,PORTUGAL,2017-01-21,0,88,MUY BAJA
IBIZA,ESPAÑA,2017-01-21,14,80,MUY BAJA
MADRID,ESPAÑA,2017-01-21,2,90,MUY BAJA
PAMPLONA,ESPAÑA,2017-01-21,6,80,MUY BAJA
MURCIA,ESPAÑA,2017-01-21,6,82,MUY BAJA
SEVILLA,ESPAÑA,2017-01-21,14,74,MUY BAJA
TENERIFE,ESPAÑA,2017-01-21,14,81,MUY BAJA
TENERIFE,ESPAÑA,2017-01-21,0,57,MUY BAJA
VIGO,ESPAÑA,2017-01-21,9,54,MUY BAJA
VALLADOLID,ESPAÑA,2017-01-21,0,92,MUY BAJA
ZARAGOZA,ESPAÑA,2017-01-21,12,53,MUY BAJA
BILBAO,ESPAÑA,2017-01-21,6,66,MUY BAJA
BARCELONA,ESPAÑA,2017-01-21,3,93,MUY BAJA
GRANADA,ESPAÑA,2017-01-21,11,86,MUY BAJA
CASABLANCA,MARRUECOS,2017-01-21,8,92,MUY BAJA
OPORTO,PORTUGAL,2017-01-22,7,36,BAJA
LISBOA,PORTUGAL,2017-01-22,12,26,BAJA
VILA DO CORVO,PORTUGAL,2017-01-22,14,21,BAJA
IBIZA,ESPAÑA,2017-01-22,0,7,BAJA
MADRID,ESPAÑA,2017-01-22,14,38,BAJA
PAMPLONA,ESPAÑA,2017-01-22,12,13,BAJA
MURCIA,ESPAÑA,2017-01-22,14,29,BAJA
SEVILLA,ESPAÑA,2017-01-22,3,31,BAJA
TENERIFE,ESPAÑA,2017-01-22,2,25,BAJA
TENERIFE,ESPAÑA,2017-01-22,11,39,BAJA
VIGO,ESPAÑA,2017-01-22,13,0,BAJA
VALLADOLID,ESPAÑA,2017-01-22,3,15,BAJA
ZARAGOZA,ESPAÑA,2017-01-22,9,25,BAJA
BILBAO,ESPAÑA,2017-01-22,3,14,BAJA
BARCELONA,ESPAÑA,2017-01-22,9,21,BAJA
GRANADA,ESPAÑA,2017-01-22,11,29,BAJA
CASABLANCA,MARRUECOS,2017-01-22,9,3,BAJA
OPORTO,PORTUGAL,2017-01-23,4,35,BAJA
LISBOA,PORTUGAL,2017-01-23,0,0,BAJA
VILA DO CORVO,PORTUGAL,2017-01-23,12,4,BAJA
IBIZA,ESPAÑA,2017-01-23,8,9,BAJA
MADRID,ESPAÑA,2017-01-23,5,26,BAJA
PAMPLONA,ESPAÑA,2017-01-23,12,33,BAJA
MURCIA,ESPAÑA,2017-01-23,14,39,BAJA
SEVILLA,ESPAÑA,2017-01-23,7,6,BAJA
TENERIFE,ESPAÑA,2017-01-23,14,23,BAJA
TENERIFE,ESPAÑA,2017-01-23,9,36,BAJA
VIGO,ESPAÑA,2017-01-23,10,9,BAJA
VALLADOLID,ESPAÑA,2017-01-23,2,27,BAJA
ZARAGOZA,ESPAÑA,2017-01-23,6,19,BAJA
BILBAO,ESPAÑA,2017-01-23,1,21,BAJA
BARCELONA,ESPAÑA,2017-01-23,12,33,BAJA
GRANADA,ESPAÑA,2017-01-23,1,9,BAJA
CASABLANCA,MARRUECOS,2017-01-23,13,10,BAJA
OPORTO,PORTUGAL,2017-01-24,12,3,BAJA
LISBOA,PORTUGAL,2017-01-24,8,4,BAJA
VILA DO CORVO,PORTUGAL,2017-01-24,2,14,BAJA
IBIZA,ESPAÑA,2017-01-24,0,7,BAJA
MADRID,ESPAÑA,2017-01-24,11,2,BAJA
PAMPLONA,ESPAÑA,2017-01-24,11,32,BAJA
MURCIA,ESPAÑA,2017-01-24,9,35,BAJA
SEVILLA,ESPAÑA,2017-01-24,6,17,BAJA
TENERIFE,ESPAÑA,2017-01-24,14,32,BAJA
TENERIFE,ESPAÑA,2017-01-24,7,9,BAJA
VIGO,ESPAÑA,2017-01-24,7,35,BAJA
